Attendance_Percentage,Study_Hours_per_Day,Social_Media_Hours_per_Day,Sleep_Hours_per_Night,Previous_Semester_SGPA,Cleared_in_First_Attempt
56,0.8,2.9,5.3,5.27,No
78,3.1,,5.1,6.02,No
69,1.9,4.5,7.1,,No
90,0.5,3.9,6.6,4.9,No
58,3.2,3.4,5.7,5.35,No
76,3.0,0.2,4.5,5.72,No
93,2.5,5.3,6.9,5.92,Yes
71,1.6,2.0,5.4,5.16,No
53,1.4,4.1,6.7,3.68,No
62,5.2,2.7,4.5,5.96,No
90,4.0,5.9,8.2,5.76,No
89,2.1,2.3,6.0,6.27,Yes
62,2.2,2.7,7.1,5.83,Yes
58,1.4,6.7,7.4,4.12,No
81,2.8,4.6,3.9,5.23,No
57,4.9,2.5,5.0,7.06,Yes
70,3.7,3.1,6.6,,No
30,4.3,4.2,3.3,5.5,Yes
92,1.2,2.2,4.7,5.76,Yes
73,2.1,2.7,7.7,5.78,No
63,3.4,3.3,7.0,4.91,No
75,0.0,3.9,6.8,4.86,Yes
79,2.0,4.4,7.9,6.17,No
43,1.7,1.1,8.1,5.97,No
57,5.0,2.7,8.0,5.7,Yes
64,,3.6,6.3,5.42,No
49,3.7,5.4,4.3,5.19,No
63,2.9,3.6,5.2,5.83,No
63,3.8,4.9,5.9,4.11,No
58,2.6,2.6,7.2,6.68,No
61,4.4,5.3,4.3,5.7,No
65,1.6,3.2,7.2,4.97,No
44,,4.9,6.5,4.54,No
81,2.9,3.4,6.1,6.02,No
76,3.4,4.8,10.0,6.68,Yes
63,4.8,3.1,5.2,6.58,No
69,,4.0,7.4,5.6,No
69,2.9,3.4,5.7,5.57,No
98,3.2,3.7,7.5,6.12,Yes
59,2.0,4.6,4.3,4.95,No
74,3.9,4.6,6.0,4.83,No
33,1.5,1.5,6.2,3.12,No
74,2.8,5.2,7.4,5.53,No
63,3.6,1.5,5.8,5.45,No
74,3.6,,7.2,6.52,Yes
72,3.3,1.8,4.1,5.54,No
69,1.2,5.2,6.5,5.4,No
72,4.6,5.0,6.1,5.2,No
81,2.9,3.8,7.2,5.29,No
66,0.7,2.4,8.4,5.24,No
64,1.3,6.9,6.2,5.84,No
84,0.9,3.0,6.9,5.54,Yes
72,1.3,2.6,5.2,4.3,No
58,2.6,0.0,5.1,5.2,No
76,0.0,1.2,6.9,5.14,No
66,4.2,5.4,7.0,5.42,No
49,4.9,3.2,5.0,,No
76,4.6,2.8,5.8,6.61,No
63,1.1,4.5,6.1,5.12,No
42,3.9,2.5,6.7,,No
50,4.6,1.6,7.6,5.04,No
79,6.0,4.2,5.7,6.89,Yes
73,1.0,4.2,5.4,5.52,Yes
67,4.1,4.4,7.0,4.57,No
76,2.5,0.9,5.0,5.6,No
78,3.7,4.7,6.8,7.01,Yes
81,2.2,4.3,5.9,5.57,No
81,3.5,4.0,10.0,5.48,Yes
60,6.0,4.1,6.2,5.82,No
34,1.8,4.1,6.4,4.99,No
61,1.1,2.2,6.3,4.64,No
100,2.0,1.8,8.3,6.18,No
81,3.9,4.6,7.4,5.47,Yes
63,3.8,3.2,7.0,6.55,Yes
63,0.2,6.1,7.1,3.96,No
88,2.7,2.8,4.6,5.43,No
52,3.8,3.5,6.8,5.51,No
79,3.4,1.6,7.3,5.78,No
48,3.4,1.8,6.3,4.95,No
86,5.0,2.5,7.7,7.41,Yes
68,2.7,1.8,6.8,5.07,Yes
84,3.6,4.9,7.5,5.82,Yes
63,1.5,4.9,6.9,5.29,No
99,,0.2,8.1,7.08,Yes
73,1.2,2.0,7.2,5.66,No
78,2.1,2.6,4.4,3.89,Yes
86,3.0,4.2,7.6,5.08,No
96,2.4,2.9,8.0,4.72,Yes
66,3.7,0.0,6.0,6.86,No
72,0.8,1.1,6.5,4.51,No
75,0.3,5.7,7.4,5.06,No
88,1.6,2.4,6.7,5.56,No
83,4.7,4.3,6.7,5.47,No
43,0.1,4.7,9.4,3.51,No
49,3.7,1.4,6.5,6.0,Yes
80,4.4,3.4,6.5,5.74,No
95,3.2,6.1,6.3,6.23,No
62,1.6,,6.7,5.56,No
78,1.9,3.7,5.8,4.13,No
62,4.6,3.5,7.5,4.4,Yes
72,2.9,5.3,4.3,5.66,No
58,3.2,6.7,7.0,5.55,No
61,2.8,0.4,7.3,5.63,No
67,3.2,6.9,6.0,4.28,No
73,3.2,4.4,5.3,4.62,Yes
92,4.4,4.6,7.3,7.17,No
57,2.2,3.0,8.5,,No
92,1.5,6.4,3.0,4.33,No
80,3.0,3.5,7.6,6.07,Yes
60,2.8,3.6,7.9,6.23,No
59,3.0,2.2,5.2,6.17,No
51,5.9,1.7,8.3,6.05,No
57,2.0,2.0,6.5,3.56,No
47,4.2,5.1,4.6,4.38,No
70,2.5,5.3,7.0,4.62,No
63,4.0,5.0,6.8,6.38,No
59,3.2,3.4,5.7,5.3,No
88,3.7,4.9,8.3,5.69,No
72,3.9,2.3,6.2,5.71,No
74,2.0,3.5,7.1,5.29,No
85,0.0,2.7,6.0,6.27,No
52,4.4,2.4,5.9,5.93,No
67,0.0,3.8,5.2,3.65,No
86,2.0,4.4,8.5,6.63,Yes
48,1.5,3.1,7.1,3.32,No
74,,4.4,5.7,4.35,No
92,5.5,3.5,6.7,6.21,Yes
42,3.1,0.4,7.9,5.89,No
92,2.3,2.1,6.4,5.05,No
81,1.9,4.1,7.1,5.03,No
72,3.5,4.2,5.6,4.18,No
87,0.9,2.8,6.5,6.04,Yes
75,0.4,2.1,4.3,5.75,No
55,1.7,5.6,6.4,,No
63,2.3,4.6,5.7,5.38,No
68,0.0,0.5,8.1,5.14,No
79,,3.7,5.7,7.26,Yes
59,2.0,3.6,5.5,4.08,No
72,1.6,2.4,7.5,5.17,Yes
70,4.1,,5.6,5.15,No
72,0.9,1.5,6.6,6.16,Yes
81,,4.7,6.3,5.01,No
63,3.3,5.7,6.3,3.93,No
55,1.5,2.2,5.3,3.88,No
67,2.8,3.1,7.7,5.96,No
46,3.7,1.8,5.7,5.78,No
77,2.2,2.9,7.0,5.22,Yes
77,5.9,4.5,7.0,6.26,Yes
72,2.7,3.3,7.3,6.52,No
50,3.0,4.6,5.9,4.42,No
55,2.7,6.9,5.9,5.08,No
94,3.0,2.6,7.2,6.31,No
66,2.2,3.7,5.7,5.97,No
81,4.8,2.9,5.9,5.46,Yes
100,5.0,4.6,6.0,7.05,No
65,3.9,3.6,6.4,7.55,Yes
77,3.0,3.9,6.1,6.97,Yes
68,2.3,3.5,6.3,4.45,No
79,2.3,3.4,5.3,6.2,No
77,6.3,4.1,6.5,,Yes
77,2.5,3.8,7.6,5.81,No
92,0.2,5.2,5.6,5.41,No
59,5.3,3.2,7.1,6.08,No
72,0.8,6.1,8.9,,No
69,1.4,3.8,5.0,5.57,No
54,2.9,6.9,6.3,4.46,Yes
72,2.9,5.5,6.7,4.71,No
87,2.9,3.4,6.2,5.34,No
48,3.2,3.1,5.1,5.15,Yes
85,2.0,1.6,6.6,5.78,No
76,0.6,5.8,5.7,5.43,No
83,2.5,6.7,7.2,5.76,No
70,1.2,2.5,9.0,4.33,No
100,4.2,3.5,6.7,6.04,Yes
76,2.1,3.9,8.4,4.29,No
73,2.7,3.6,5.3,4.73,No
71,5.1,2.1,6.8,7.29,No
58,3.3,5.2,7.0,5.06,No
65,1.8,3.6,5.1,5.23,No
63,2.5,6.7,4.9,6.13,No
79,3.0,3.2,6.2,4.83,No
84,3.9,3.6,4.0,5.65,No
86,3.0,2.8,7.6,5.78,Yes
64,1.7,1.2,5.8,4.81,Yes
49,4.7,3.4,7.0,5.22,Yes
81,1.2,2.4,7.2,4.72,Yes
57,3.9,5.1,6.5,4.16,No
88,3.4,3.3,4.9,6.55,Yes
78,2.9,2.4,4.8,5.95,No
79,1.5,1.1,6.5,6.19,No
60,0.0,4.6,4.8,5.24,No
65,0.6,2.6,5.4,4.99,No
62,3.6,4.1,5.8,5.29,No
86,3.6,4.2,4.7,5.06,Yes
55,5.3,,7.1,4.9,No
84,3.1,1.9,6.2,6.55,Yes
83,3.1,4.6,7.9,5.99,No
67,1.9,2.9,,5.49,No
96,2.4,4.0,5.0,6.25,No
78,3.0,3.3,3.8,5.65,Yes
38,5.5,5.3,6.1,,No
75,3.5,4.0,6.5,5.18,Yes
55,2.4,3.8,4.6,4.54,No
64,2.0,7.7,6.8,4.95,Yes
86,0.0,6.1,6.0,3.57,No
58,1.0,2.8,8.3,4.66,No
84,2.5,2.7,,5.34,No
69,3.0,3.2,4.5,6.35,No
66,1.7,3.6,4.1,4.96,No
51,4.7,,5.1,6.5,No
54,4.2,4.9,7.6,6.16,No
84,3.7,2.7,6.9,5.54,No
62,4.7,5.6,6.4,5.47,No
65,4.8,4.6,6.0,4.97,No
69,2.2,2.1,6.8,5.35,No
77,2.3,3.3,5.5,6.53,Yes
96,2.8,1.1,8.0,5.94,No
79,2.4,4.1,4.8,4.84,No
100,0.6,2.0,7.2,6.62,Yes
79,3.7,3.6,6.0,5.89,No
52,3.0,2.8,8.4,5.32,No
71,4.7,5.5,5.5,7.04,No
100,0.9,3.4,6.1,6.45,Yes
97,4.3,6.7,5.0,5.58,Yes
88,6.1,0.1,6.4,7.25,Yes
45,1.8,2.5,7.6,4.45,No
92,2.2,7.1,6.3,,No
62,3.3,2.9,7.2,5.45,No
74,3.7,4.6,5.0,4.0,No
70,0.0,2.1,9.0,5.31,No
66,4.3,7.1,6.4,5.71,No
69,0.3,3.1,5.2,5.26,No
64,4.2,1.6,5.1,6.02,Yes
40,0.2,3.3,5.9,4.18,No
51,1.9,1.7,4.5,5.09,No
79,4.4,1.6,5.8,7.64,No
89,2.0,1.0,7.3,7.15,Yes
72,4.6,2.2,6.0,6.11,Yes
81,3.0,4.3,7.4,5.67,No
66,3.2,5.8,7.8,4.22,No
66,2.3,4.8,5.0,5.17,No
61,1.5,,5.7,4.69,No
48,5.7,3.4,4.8,5.59,Yes
77,3.2,3.6,7.5,5.31,No
66,0.7,1.9,6.4,4.86,No
86,3.9,4.1,8.5,5.71,Yes
78,0.8,2.8,7.2,4.59,No
78,2.8,3.7,6.4,5.32,Yes
70,1.0,3.9,7.8,3.48,Yes
50,1.6,4.1,8.5,5.13,No
53,3.2,3.5,6.2,4.27,No
64,3.3,4.7,6.0,4.85,No
84,1.1,2.2,6.3,4.64,No
80,3.2,1.7,5.0,5.06,Yes
100,0.4,1.3,6.8,5.92,No
52,4.7,3.9,6.5,5.13,Yes
83,3.0,3.9,5.4,5.14,No
55,3.0,3.4,,5.5,No
84,1.7,4.1,6.4,5.43,No
73,1.8,5.6,8.2,4.22,No
46,,0.4,6.6,5.12,No
68,3.6,2.8,6.0,6.1,No
90,4.4,2.3,6.2,5.92,No
70,1.9,2.2,5.7,5.61,No
75,2.7,4.5,7.5,4.15,No
81,3.5,3.5,8.1,6.21,Yes
63,2.7,2.9,4.9,4.41,No
93,3.7,4.7,6.6,6.11,No
75,2.1,6.3,6.9,5.05,No
88,1.2,4.1,5.9,6.35,No
75,3.6,2.4,6.0,4.88,Yes
71,0.8,3.0,7.5,4.83,No
60,6.1,4.9,5.2,5.82,No
82,2.5,2.8,4.2,5.18,No
63,2.4,3.8,7.3,4.1,No
64,3.3,3.5,5.8,4.94,Yes
36,3.6,5.8,8.0,4.76,No
56,2.3,2.4,6.2,4.67,No
59,3.3,1.4,7.2,4.32,No
68,2.2,2.7,7.3,5.57,No
78,4.8,,6.3,5.91,No
61,4.3,2.9,5.9,5.57,No
61,2.2,2.6,5.4,5.13,No
91,2.4,3.8,7.2,5.64,Yes
83,2.1,1.8,9.2,6.53,Yes
66,2.9,6.2,7.2,5.2,No
62,3.7,3.1,7.1,5.78,No
53,4.0,3.0,5.4,4.55,No
76,3.2,3.8,7.5,5.61,No
92,3.3,3.2,8.0,3.85,No
63,2.9,3.0,6.2,5.06,No
71,4.4,5.3,5.9,6.39,Yes
76,2.5,4.0,6.1,4.9,Yes
60,5.9,3.6,5.6,5.87,Yes
53,5.0,2.2,8.6,3.98,No
51,2.6,3.3,9.0,5.31,No
88,,1.2,7.3,5.81,Yes
65,0.0,,7.1,4.41,Yes
86,1.1,5.2,,4.26,No
72,2.3,4.7,6.8,4.24,No
98,2.4,2.8,5.7,5.13,No
50,3.8,0.9,,6.01,No
84,4.2,3.1,8.8,7.18,Yes
65,0.5,5.2,5.9,4.13,No
47,,4.0,6.5,3.77,No
61,1.0,3.5,5.6,4.85,No
29,0.9,4.4,6.2,4.44,No
43,3.0,3.0,6.6,5.48,No
79,4.4,3.4,6.1,5.56,Yes
68,4.9,4.5,7.6,5.81,Yes
78,4.8,2.5,5.6,5.74,Yes
75,0.2,2.8,6.1,6.25,No
69,2.3,5.2,6.5,4.17,No
84,3.3,2.5,6.8,,No
48,4.1,1.1,8.7,5.55,No
84,0.0,1.6,8.1,5.85,No
67,1.8,4.0,4.3,3.67,Yes
70,5.2,5.2,5.0,5.69,No
91,2.9,6.8,5.0,6.16,No
48,5.1,2.5,6.7,5.79,Yes
78,4.0,0.8,6.4,6.31,Yes
54,2.1,6.5,9.7,5.08,No
91,3.8,4.9,7.0,5.38,No
97,4.6,3.1,5.9,6.68,No
80,2.5,2.9,6.4,6.13,Yes
85,1.9,3.0,6.4,6.79,Yes
38,1.4,3.1,6.3,5.24,Yes
60,4.3,3.8,5.0,6.05,No
70,4.3,4.1,,5.39,Yes
75,1.7,4.9,7.5,6.28,No
63,1.1,2.9,6.8,6.27,No
62,2.1,5.4,5.1,4.59,No
58,2.6,2.8,7.0,5.59,No
70,4.1,4.1,6.7,5.38,Yes
56,5.4,0.6,8.0,5.86,Yes
40,2.0,2.5,8.9,4.39,No
27,5.5,3.9,4.4,4.82,No
77,1.4,1.8,6.2,4.22,No
71,4.0,2.2,6.6,6.28,Yes
69,4.9,4.7,6.6,5.68,Yes
84,,1.4,9.4,6.47,No
46,1.3,3.8,4.1,5.11,No
67,3.3,5.4,6.5,,Yes
91,4.6,5.0,7.2,5.58,Yes
64,2.7,6.7,6.5,5.64,No
66,4.3,3.5,6.6,5.0,Yes
84,4.0,4.3,6.8,5.59,Yes
66,0.8,3.9,7.0,5.78,No
42,,4.1,6.8,6.34,No
67,4.5,4.1,5.5,5.93,No
59,1.6,1.6,,6.0,No
51,1.9,3.9,6.9,4.68,No
90,4.7,6.2,5.5,5.09,No
73,2.8,4.5,6.1,4.48,No
84,3.7,2.7,4.2,6.82,Yes
46,0.4,4.7,6.6,4.23,No
65,3.8,0.8,5.7,4.99,No
83,1.9,4.3,7.3,5.15,No
77,0.6,0.2,5.8,5.32,No
88,2.6,1.7,,6.7,Yes
63,4.2,2.5,6.6,6.7,No
71,4.4,2.1,7.3,5.3,No
72,2.9,4.6,6.1,6.59,No
74,2.3,2.6,7.1,5.15,No
71,0.7,1.4,7.2,5.95,No
63,,2.8,5.2,6.19,No
81,2.8,3.1,5.0,5.67,Yes
79,2.7,3.8,4.5,4.17,Yes
73,2.4,2.6,7.5,5.49,No
59,4.3,4.9,5.6,6.12,Yes
65,4.0,4.0,7.0,6.18,Yes
46,4.5,3.0,6.6,4.32,No
62,4.1,4.9,5.8,5.65,No
70,2.4,7.0,5.3,4.28,No
84,2.2,3.5,6.9,6.42,Yes
60,2.8,0.6,6.1,5.95,Yes
63,2.9,3.3,5.2,6.05,Yes
83,4.1,5.8,5.8,5.93,Yes
88,2.9,2.9,4.4,6.21,No
66,2.8,3.7,8.1,4.35,No
79,3.6,1.4,7.2,6.6,Yes
57,3.7,4.2,7.3,6.17,No
72,1.9,2.2,7.0,6.45,No
69,2.4,5.2,8.2,6.41,Yes
53,1.6,2.5,6.5,5.05,No
74,2.0,1.0,5.6,4.7,No
63,4.7,4.0,5.7,5.47,Yes
96,4.1,2.8,7.5,6.63,Yes
60,3.9,1.4,4.9,5.28,No
44,4.1,4.7,7.8,5.72,No
71,0.0,3.1,6.1,4.89,No
80,2.7,5.1,7.6,4.47,No
65,3.3,2.7,6.6,5.82,No
76,1.7,3.0,5.8,5.65,No
81,0.6,4.3,8.3,5.56,No
64,2.6,4.4,6.5,5.14,No
100,3.9,2.0,5.1,6.25,Yes
66,4.4,3.4,5.3,5.03,No
98,1.0,7.6,6.7,5.08,No
84,3.5,6.1,5.4,4.58,Yes
95,0.9,4.2,6.2,6.04,No
81,3.5,6.9,6.5,5.93,Yes
76,1.9,3.9,6.1,4.08,No
58,3.8,2.3,8.7,6.48,No
63,3.4,5.5,7.7,5.7,No
55,5.5,1.3,5.3,5.23,No
75,,2.2,7.0,4.57,Yes
87,3.6,3.7,8.0,7.02,No
73,3.9,5.6,5.6,4.2,No
79,2.3,5.4,4.8,5.37,No
88,4.6,1.5,7.4,7.38,Yes
61,6.6,2.0,6.2,7.64,No
80,2.6,1.7,5.8,6.63,Yes
89,1.7,3.5,7.2,5.24,No
83,0.0,3.8,6.3,7.55,No
92,6.3,3.0,7.0,7.56,Yes
89,4.6,2.6,8.8,6.41,Yes
56,3.3,2.4,8.3,5.41,No
64,4.3,5.7,7.9,6.88,No
77,1.3,2.3,8.3,5.43,No
71,4.9,1.3,7.8,6.28,No
37,3.3,6.9,7.5,4.59,No
34,2.6,3.5,6.6,3.58,No
40,3.2,4.0,6.2,6.15,No
84,1.7,2.3,7.4,4.97,Yes
75,1.8,3.7,4.8,5.27,No
65,1.1,2.1,6.0,4.22,No
61,3.3,2.0,6.2,5.2,No
82,3.2,2.4,7.5,7.76,Yes
80,0.2,2.0,6.4,6.57,No
47,0.7,5.2,7.6,3.51,No
55,4.4,3.4,6.5,5.27,Yes
64,4.0,5.2,4.2,5.73,Yes
62,2.4,4.3,7.5,4.64,No
65,4.3,7.7,5.8,,No
60,0.5,2.8,5.0,5.51,No
57,4.4,2.6,7.4,5.75,Yes
75,0.0,4.4,4.1,5.59,No
74,2.8,4.4,6.5,6.1,No
40,4.5,3.0,6.7,5.65,No
60,3.6,4.4,7.6,5.98,No
41,4.8,1.7,4.6,5.93,Yes
93,2.7,4.1,7.0,6.5,No
69,2.9,2.4,7.9,5.99,No
64,4.9,,5.7,5.54,No
76,4.6,1.9,5.8,5.76,Yes
86,2.4,2.5,7.4,5.15,No
41,3.6,2.2,7.1,5.43,No
57,2.0,4.3,5.8,5.01,No
69,4.9,6.1,6.8,4.82,No
52,2.9,1.2,7.9,4.6,No
59,3.6,4.6,5.1,5.49,No
43,2.7,4.9,6.1,4.78,No
56,0.0,3.1,8.7,4.14,No
57,1.6,1.7,5.8,6.51,No
94,0.7,2.1,6.2,5.98,No
79,3.4,4.5,7.8,5.13,Yes
49,0.0,2.5,4.6,4.01,No
61,3.4,3.2,5.9,5.47,No
74,1.4,1.0,7.3,5.91,Yes
58,3.5,4.2,5.3,4.98,No
59,3.0,5.0,6.9,4.29,No
94,2.8,2.1,5.9,5.76,Yes
51,4.6,2.6,4.7,5.44,No
100,4.5,1.3,4.5,7.13,No
51,5.0,3.0,4.2,6.27,Yes
38,1.9,3.6,6.9,3.9,No
94,1.3,3.8,6.5,5.81,Yes
74,4.6,5.2,5.3,5.76,No
67,1.9,5.3,,4.23,Yes
75,0.8,4.2,6.6,5.58,No
48,1.2,1.1,7.4,4.89,No
61,3.2,4.2,7.1,4.71,No
84,,1.5,7.1,5.49,No
59,,3.3,8.1,5.6,No
59,1.0,3.9,6.8,3.02,No
87,0.8,2.9,6.6,5.24,No
69,2.6,5.8,6.7,5.59,No
75,0.1,3.1,7.9,,No
48,2.3,3.7,8.6,4.46,No
70,4.3,5.6,5.5,5.28,No
90,6.2,2.3,6.4,7.24,Yes
42,2.4,3.1,9.2,4.1,No
55,2.3,5.2,6.0,3.93,No
88,3.2,,3.8,4.86,No
75,4.0,3.6,4.9,5.31,No
57,4.6,1.2,5.7,6.71,Yes
68,2.0,3.1,5.0,6.12,No
65,4.6,1.7,7.6,5.58,Yes
36,2.2,4.7,7.8,5.72,No
70,5.4,3.6,5.5,5.93,No
46,4.4,0.9,6.5,5.9,No
74,1.8,0.8,4.7,7.2,No
46,3.2,2.4,7.4,5.97,No
82,2.3,1.5,7.4,6.95,No
68,3.9,2.6,5.1,5.21,No
52,2.6,4.3,7.8,4.64,No
52,1.9,2.1,5.9,4.39,No
59,3.8,4.6,6.0,5.03,No
68,3.5,2.7,5.5,,No
65,1.1,4.0,5.9,4.59,No
73,5.1,1.1,4.9,5.38,Yes
72,4.4,4.9,4.5,5.74,Yes
83,4.2,5.5,7.1,5.26,No
100,2.7,3.0,7.9,7.55,No
66,1.3,2.6,5.7,4.9,Yes
67,4.8,3.6,6.7,7.54,Yes
75,2.0,3.1,5.0,5.69,No
58,1.7,2.8,5.2,5.26,No
49,3.3,7.0,6.8,5.58,No
57,0.3,5.0,5.4,5.16,Yes
69,3.4,4.1,7.3,5.08,No
73,1.9,3.9,5.5,6.16,No
100,2.7,1.0,8.4,6.1,No
45,4.2,2.9,8.1,5.91,No
73,4.9,2.7,8.7,5.18,Yes
64,4.7,5.1,7.3,5.47,No
86,5.1,2.0,4.6,6.53,No
51,2.9,4.2,7.0,4.91,No
80,0.0,2.3,6.8,4.78,No
61,2.7,3.9,6.2,6.42,No
83,4.0,2.6,5.9,5.54,No
68,2.1,3.8,6.1,5.83,No
82,2.4,3.7,5.2,5.95,Yes
74,1.2,4.2,6.3,5.35,No
54,4.1,5.1,5.4,4.71,No
38,2.0,4.5,4.9,3.76,No
92,2.6,4.9,5.6,4.92,Yes
65,3.9,5.7,5.8,5.03,Yes
88,2.9,3.3,6.4,5.83,No
68,5.4,3.5,7.2,5.77,Yes
84,,1.8,3.9,6.29,No
55,0.3,,7.7,4.66,No
72,4.0,0.4,9.1,7.35,Yes
100,3.0,5.0,9.2,,Yes
55,4.1,2.9,5.0,5.89,No
79,2.3,5.6,6.2,4.4,No
69,3.5,3.8,5.8,5.49,No
76,2.6,2.3,6.5,6.7,Yes
70,0.7,1.1,9.3,6.72,No
43,4.0,0.3,5.7,5.11,No
77,3.8,1.6,5.0,6.82,No
75,4.5,4.2,7.8,6.58,No
94,0.0,4.5,7.1,4.82,No
51,3.0,3.7,6.2,5.11,No
74,2.3,3.8,6.8,5.21,No
52,4.4,1.5,8.7,6.19,No
85,3.2,2.0,6.6,7.17,No
80,2.4,2.3,6.4,5.29,No
66,5.4,4.1,5.2,5.25,No
50,5.9,1.6,6.7,6.49,Yes
70,5.3,4.4,5.6,6.81,Yes
77,3.5,1.7,5.9,6.01,No
86,2.3,5.1,6.8,5.71,No
50,6.1,2.0,7.1,6.43,No
54,5.1,2.1,6.5,7.08,Yes
54,4.3,4.6,8.6,5.72,No
66,2.5,3.5,7.0,5.34,No
60,1.3,3.6,5.8,6.09,No
82,1.2,4.5,7.6,4.76,No
78,,3.5,7.8,5.89,No
81,3.8,5.2,5.7,6.13,Yes
88,0.1,2.7,7.7,5.32,No
47,4.5,3.5,6.2,4.58,No
68,0.7,4.6,6.6,3.61,No
71,2.6,5.5,5.5,5.65,No
57,4.9,2.0,3.4,6.43,No
69,6.3,2.9,7.7,7.19,Yes
76,3.2,3.4,5.7,4.45,Yes
61,2.8,3.5,6.7,6.05,Yes
70,2.9,3.9,6.9,4.56,No
64,2.8,5.0,7.5,5.4,No
79,4.2,4.1,5.3,5.58,No
83,2.1,2.9,5.8,6.37,No
77,2.1,4.6,6.9,5.27,No
92,2.0,7.1,7.6,5.15,No
31,4.5,2.9,7.3,4.65,No
63,,2.6,5.3,5.65,No
53,3.5,1.9,7.2,5.64,No
93,5.8,5.5,6.1,7.08,Yes
51,4.0,1.9,7.4,5.47,No
91,6.1,2.7,6.9,7.68,Yes
65,5.1,4.4,5.7,6.14,Yes
59,1.4,1.9,8.3,5.5,No
74,4.5,4.4,7.1,5.51,No
99,5.2,3.5,7.1,5.33,No
56,1.1,0.0,6.6,4.42,No
73,4.0,5.2,6.9,6.11,No
75,0.8,5.0,6.3,5.05,No
54,3.4,2.3,8.9,5.81,Yes
60,4.7,2.4,6.0,5.77,Yes
61,1.7,2.9,6.2,6.26,No
71,4.1,4.7,6.3,6.75,No
48,0.8,4.3,8.4,4.48,No
70,3.5,3.9,6.2,5.3,No
52,3.6,5.0,7.9,4.87,No
66,3.2,1.8,6.3,4.46,No
52,2.0,1.9,7.2,4.8,Yes
89,4.1,5.7,8.8,6.84,No
73,4.2,2.6,5.6,6.9,No
57,5.8,3.1,7.7,5.4,No
95,7.0,3.0,4.7,8.33,Yes
47,1.5,2.8,6.0,4.7,No
69,2.0,3.4,,5.28,No
76,2.5,3.1,6.4,6.54,No
65,3.1,4.5,5.8,5.5,No
67,2.8,6.3,6.9,5.16,No
59,3.6,,6.1,6.09,No
56,1.8,5.1,6.1,5.52,No
82,2.3,3.6,,6.06,Yes
71,0.0,2.8,6.0,5.02,No
74,3.3,1.8,6.8,6.06,Yes
79,1.9,2.7,6.4,4.97,No
60,2.4,0.0,7.0,6.67,No
59,4.5,4.3,7.3,5.88,Yes
58,2.2,3.9,6.5,5.26,No
70,3.5,3.4,5.6,6.44,Yes
99,5.1,1.9,5.6,7.12,Yes
70,3.9,3.6,6.1,6.79,Yes
24,5.1,3.8,9.1,5.64,No
74,5.6,3.4,4.9,6.84,Yes
75,3.0,2.3,6.0,6.13,No
84,3.3,3.5,5.8,6.98,Yes
89,3.8,1.4,5.0,5.24,No
100,1.0,4.4,6.0,5.19,No
69,4.0,4.2,6.6,5.34,Yes
73,4.3,6.1,8.2,5.91,No
75,0.6,1.8,5.7,4.55,No
64,1.9,2.8,8.7,,No
66,1.1,3.2,4.7,5.99,No
59,3.8,2.0,7.0,6.79,No
63,2.0,2.0,5.4,4.75,No
68,5.1,3.0,6.9,4.92,Yes
77,4.2,1.4,9.2,6.58,Yes
76,5.5,4.8,6.1,5.88,Yes
53,2.4,3.1,6.9,3.77,No
49,6.2,4.0,6.9,6.47,No
62,0.0,3.9,6.4,5.12,No
93,3.7,3.9,9.3,6.96,Yes
75,3.5,4.3,6.6,5.02,Yes
72,4.5,,6.5,6.48,No
81,2.4,6.7,5.6,4.7,No
51,4.4,3.3,5.4,6.13,No
80,1.6,2.3,7.9,5.63,No
61,2.3,1.5,8.6,5.1,No
45,3.1,1.3,8.6,4.26,No
67,4.0,8.0,7.1,4.94,No
85,1.0,3.8,5.7,4.89,No
72,3.6,2.4,5.3,6.54,No
68,1.0,2.2,6.7,4.76,No
58,1.5,4.5,7.2,5.82,No
67,5.0,2.3,6.4,6.79,Yes
100,4.5,4.1,5.3,5.97,Yes
81,5.1,4.5,5.8,6.66,Yes
70,1.6,3.9,7.3,5.16,No
55,1.8,0.6,6.9,5.86,No
39,1.9,5.5,8.0,4.0,No
51,3.4,4.3,8.3,4.57,No
64,5.2,6.6,9.7,4.35,No
55,3.1,4.4,5.9,4.06,No
47,0.2,2.3,7.6,3.75,No
67,3.1,3.0,5.3,5.95,No
48,2.9,3.3,6.9,,Yes
75,4.9,3.1,6.5,6.6,No
82,3.6,2.5,6.5,4.51,No
94,3.5,3.9,7.0,6.17,Yes
53,3.2,2.6,5.2,6.34,Yes
60,1.4,5.8,4.5,4.9,No
53,2.9,1.3,5.9,5.33,No
84,3.5,3.3,6.3,7.54,Yes
56,3.2,2.1,6.6,5.9,No
62,0.3,3.1,5.8,4.13,No
69,4.4,4.7,5.6,6.73,No
54,3.4,4.2,6.7,6.67,No
88,4.7,5.9,7.4,5.92,Yes
51,2.7,1.6,6.3,4.96,No
72,3.5,1.1,4.1,5.69,Yes
55,0.5,1.9,5.5,5.28,No
62,2.6,1.4,5.1,4.54,No
70,5.2,4.2,6.9,6.25,Yes
55,4.3,4.7,8.4,5.99,No
20,2.1,5.6,5.8,4.56,No
86,2.1,1.1,6.4,6.61,No
41,4.3,2.5,4.4,4.97,No
62,0.9,1.4,8.6,4.64,No
70,3.9,1.9,6.9,5.23,No
